epoch,train_loss,val_loss,w_hilbert
54,0.6291356673240661,0.3107899138851771,0.0008550482245948709
55,0.31766683799028395,0.2991592749243691,0.0008708824509762573
56,0.31753266501426697,0.30385740101337433,0.0008867166773576438
57,0.31216067510843276,0.2860061105281588,0.0009025509037390305
58,0.3129727590084076,0.2773065127077557,0.0009183851301204169
59,0.30590086030960084,0.2736487618041417,0.0009342193565018034
60,0.3317191851735115,0.28159098894823165,0.0009500535828831897
61,0.2996716919541359,0.32496244543128544,0.0009658878092645764
62,0.2928585802912712,0.2805595871001955,0.0009817220356459627
63,0.30428489607572556,0.2621196960172956,0.0009975562620273492
64,0.27936332654953006,0.24213346626077378,0.0010133904884087358
65,0.2713500628471375,0.24505532733977786,0.0010292247147901223
66,0.290441076874733,0.2528859142746244,0.0010450589411715088
67,0.29361814075708387,0.26603025623730253,0.0010608931675528954
68,0.3239886683225632,0.23616648075126467,0.0010767273939342819
69,0.2639720097184181,0.22156642471987104,0.0010925616203156683
70,0.2389704892039299,0.21514378984769186,0.001108395846697055
71,0.2718260092139244,0.24251265090609353,0.0011242300730784412
72,0.2807101790904999,0.21079864293809922,0.0011400642994598277
73,0.22873778355121613,0.20617620339469303,0.0011558985258412141
74,0.23219849944114684,0.20740204552809396,0.0011717327522226008
75,0.25173455423116686,0.2894323638507298,0.0011875669786039873
76,0.23162407302856444,0.21506763639904203,0.0012034012049853737
77,0.2267050994038582,0.1819582756549593,0.0012192354313667604
78,0.2874890669584274,0.20541598919838194,0.0012350696577481468
79,0.21723792618513107,0.1916897874029856,0.0012509038841295333
80,0.2489458367228508,0.1954651548275872,0.0012667381105109198
81,0.19731210485100747,0.19177995953294966,0.0012825723368923062
82,0.19950199222564696,0.19196382779923696,0.0012984065632736927
83,0.20811156594753266,0.20527265753064836,0.0013142407896550793
84,0.18737936091423035,0.16789219410173475,0.0013300750160364658
85,0.1969449653327465,0.16332809875408807,0.0013459092424178522
86,0.18194319432973863,0.157090273877931,0.0013617434687992387
87,0.2584121180474758,0.17459818176806918,0.0013775776951806254
88,0.18251441884040834,0.1680971926876477,0.0013934119215620118
89,0.18620223888754844,0.15615058110819924,0.0014092461479433983
90,0.21970964714884758,0.6135053147399236,0.0014250803743247847
91,0.19982257875800133,0.16141505338369855,0.0014409146007061712
92,0.1709859177470207,0.14721584816773733,0.0014567488270875576
93,0.16255426767468453,0.18060250556658183,0.0014725830534689443
94,0.17836227107048036,0.21846344806845225,0.0014884172798503308
95,0.16393310385942458,0.15747657832172182,0.0015042515062317172
96,0.17843835639953615,0.1428959479644185,0.0015200857326131039
97,0.18466671678423882,0.13803424709846104,0.0015359199589944903
98,0.15310392954945565,0.13299700795185,0.0015517541853758768
99,0.17212832960486413,0.13652360865048,0.0015675884117572632
100,0.18525377485156058,0.193409382942177,0.0015834226381386497
101,0.15818865385651587,0.14008257396164395,0.0015992568645200361
102,0.151146335080266,0.1398492424734055,0.0016150910909014226
103,0.1754479402899742,0.14587243043241047,0.0016309253172828093
104,0.14566074854135513,0.11891414248754108,0.0016467595436641957
105,0.13987648072838782,0.12749707426816698,0.0016467595436641957
106,0.15835245037078857,0.23041212310393652,0.0016467595436641957
107,0.13903569194674492,0.1720938105431814,0.0016467595436641957
108,0.14061710339784622,0.16998512652658282,0.0016467595436641957
109,0.1590441727042198,0.17819690550603565,0.0016467595436641957
110,0.1330890619456768,0.1259091148773829,0.0016467595436641957
111,0.16712384420633317,0.10949725628135697,0.0016467595436641957
112,0.13219112625718116,0.1122955276616036,0.0016467595436641957
113,0.12901929166913031,0.14012422365328622,0.0016467595436641957
114,0.1388376171141863,0.12791858920975338,0.0016467595436641957
115,0.11912886621057987,0.10645948510084834,0.0016467595436641957
116,0.13853814999759198,0.10953505455501496,0.0016467595436641957
117,0.12072332575917244,0.12000749591324064,0.0016467595436641957
118,0.12182700838148594,0.1239281753225932,0.0016467595436641957
119,0.11417401655018329,0.10528073270642568,0.0016467595436641957
120,0.11568361146748066,0.10342784273245978,0.0016467595436641957
121,0.12401961140334607,0.10952878613320607,0.0016467595436641957
122,0.12376618473231793,0.13588495398797687,0.0016467595436641957
123,0.17911953200399874,0.10285897428790729,0.0016467595436641957
124,0.10793490569293498,0.18050603923343478,0.0016467595436641957
125,0.10598197127878665,0.09022897464178857,0.0016467595436641957
126,0.10178116238117219,0.0934159889344185,0.0016467595436641957
127,0.10096677413582802,0.09486634686352714,0.0016467595436641957
128,0.10873217843472957,0.09038939167346273,0.0016467595436641957
129,0.1014205110669136,0.08594280221159496,0.0016467595436641957
130,0.11212878495454788,0.10092863209900402,0.0016467595436641957
131,0.11522914023697377,0.12661006017809823,0.0016467595436641957
132,0.10602329723536968,0.08632907306864149,0.0016467595436641957
133,0.09680952249467373,0.08753441634868818,0.0016467595436641957
134,0.09541484728455543,0.08970582207280492,0.0016467595436641957
135,0.0916739848703146,0.08545759160603796,0.0016467595436641957
136,0.08932317313551903,0.17555648443244753,0.0016467595436641957
137,0.10104115408658981,0.08029837504265801,0.0016467595436641957
138,0.088947061419487,0.08728396171142185,0.0016467595436641957
139,0.0924265033006668,0.08616276996003257,0.0016467595436641957
140,0.11625949044525623,0.07878048534667681,0.0016467595436641957
141,0.0904135857373476,0.07658850709124217,0.0016467595436641957
142,0.0864259984344244,0.08107291487237764,0.0016467595436641957
143,0.08914244426786899,0.08235258934280229,0.0016467595436641957
144,0.08884433457255364,0.08467192953777691,0.0016467595436641957
145,0.08502559173107148,0.08608991741424515,0.0016467595436641957
146,0.08343152624368667,0.0840036142913122,0.0016467595436641957
147,0.08132828637957573,0.07280482292648345,0.0016467595436641957
148,0.09769790233671666,0.07572192864285575,0.0016467595436641957
149,0.08209077477455139,0.08438856562688238,0.0016467595436641957
150,0.08448156018555164,0.07674943637989816,0.0016467595436641957
151,0.08045966459810734,0.0799465739419536,0.0016467595436641957
152,0.0825299295336008,0.08268790408259347,0.0016467595436641957
153,0.09017378683388233,0.08767687422888619,0.0016467595436641957
154,0.07778911675512791,0.12041620389809685,0.0016467595436641957
155,0.0780941746532917,0.06649788986477587,0.0016467595436641957
156,0.09104752743244171,0.11445207095571927,0.0016467595436641957
157,0.08206455878913403,0.09271400575599974,0.0016467595436641957
158,0.0744315027296543,0.06961792151606272,0.0016467595436641957
159,0.07348784299194813,0.08027040018212228,0.0016467595436641957
160,0.07771375036239624,0.06510910152324609,0.0016467595436641957
161,0.07724716421961784,0.06675751998074471,0.0016467595436641957
162,0.07648423179239035,0.08429802297836259,0.0016467595436641957
163,0.0802051955461502,0.08462292476305885,0.0016467595436641957
164,0.07758128568530083,0.06860122072791296,0.0016467595436641957
165,0.07419752056896686,0.06701816724879402,0.0016467595436641957
166,0.0784956023991108,0.06662407245427843,0.0016467595436641957
167,0.0710048038288951,0.06330905934529645,0.0016467595436641957
168,0.0688881031125784,0.06102819329807683,0.0016467595436641957
169,0.06610045145452023,0.06187048551463892,0.0016467595436641957
170,0.0677455280199647,0.06524770159924788,0.0016467595436641957
171,0.0666529398187995,0.06713789624590723,0.0016467595436641957
172,0.09149884548038244,0.07647604672681718,0.0016467595436641957
173,0.07630521216988563,0.07148112912499716,0.0016467595436641957
174,0.07467373095452785,0.06684791811165355,0.0016467595436641957
175,0.06766515564918518,0.06887647494791992,0.0016467595436641957
176,0.0666964965313673,0.06228117216082792,0.0016467595436641957
177,0.0977628612369299,0.06250260610665594,0.0016467595436641957
178,0.06380772285163402,0.06306922400281542,0.0016467595436641957
179,0.08092207713425159,0.06757289555574221,0.0016467595436641957
180,0.06948442716151476,0.06365915423347837,0.0016467595436641957
181,0.06550047516077757,0.060291915097170405,0.0016467595436641957
182,0.06503451091051102,0.0624223571743757,0.0016467595436641957
183,0.06824806410074234,0.07945703176988496,0.0016467595436641957
184,0.07636450593173504,0.06582919052905506,0.0016467595436641957
185,0.06450377941131592,0.058864015760639356,0.0016467595436641957
186,0.06610918485373259,0.0659328865271712,0.0016467595436641957
187,0.0630986082330346,0.06104997125646425,0.0016467595436641957
188,0.06743755599111319,0.06426526694780305,0.0016467595436641957
189,0.07290648464858532,0.05932267734573947,0.0016467595436641957
190,0.05877787213027477,0.0712392454346021,0.0016467595436641957
191,0.08180002783238888,0.08471003996710928,0.0016467595436641957
192,0.07576558280736208,0.06650925495676578,0.0016467595436641957
193,0.06665038529038429,0.07508467557647872,0.0016467595436641957
194,0.06377446080744266,0.06213273640189852,0.0016467595436641957
195,0.06162005318701267,0.05720900847680039,0.0016467595436641957
196,0.06354232162237167,0.08224320240200512,0.0016467595436641957
197,0.05929572384804487,0.05607909783129654,0.0016467595436641957
198,0.05825671800225973,0.0599162219358342,0.0016467595436641957
199,0.057356817789375784,0.06272166148419418,0.0016467595436641957
200,0.056962558761239054,0.0538313833789693,0.0016467595436641957
201,0.06806136709451675,0.05893326184106252,0.0016467595436641957
202,0.058743197277188304,0.05694071620347954,0.0016467595436641957
203,0.05497910065203905,0.05401086952123377,0.0016467595436641957
204,0.057064312510192394,0.057904971822623226,0.0016467595436641957
205,0.05601211543381214,0.058401687543780084,0.0016467595436641957
206,0.05338975968211889,0.05501152193617253,0.0016467595436641957
207,0.05349242760241032,0.05783569638336462,0.0016467595436641957
208,0.05291440963745117,0.05614471896773293,0.0016467595436641957
209,0.052898692436516286,0.05240493380124607,0.0016467595436641957
210,0.0529646540209651,0.0557925191722692,0.0016467595436641957
211,0.05321761421859264,0.05368357272966513,0.0016467595436641957
212,0.05406798706203699,0.054302107720148,0.0016467595436641957
213,0.05256009996682406,0.05468127503991127,0.0016467595436641957
214,0.06494579556584358,0.08246712824181905,0.0016467595436641957
215,0.06601174250990152,0.05930828388839487,0.0016467595436641957
216,0.06006902236491442,0.05588875696181305,0.0016467595436641957
217,0.05440917998552322,0.05348350772900241,0.0016467595436641957
218,0.0532892796844244,0.05181935506444129,0.0016467595436641957
219,0.05158598009496927,0.052224808091682104,0.0016467595436641957
220,0.0502026273086667,0.0548396815974561,0.0016467595436641957
221,0.0493615607470274,0.052236764203934444,0.0016467595436641957
222,0.04967574094235897,0.05012919741963583,0.0016467595436641957
223,0.0531023305952549,0.0497301754556478,0.0016467595436641957
224,0.05381321992725134,0.0511873552782668,0.0016467595436641957
225,0.04800266385823488,0.051300400720229226,0.0016467595436641957
226,0.05401343327015638,0.04942433373440826,0.0016467595436641957
227,0.049258341915905474,0.048836743666066065,0.0016467595436641957
228,0.047408748820424076,0.04973522681624643,0.0016467595436641957
229,0.047033475920557975,0.05202205458448993,0.0016467595436641957
230,0.08036512786149978,0.0743514977040745,0.0016467595436641957
231,0.06574276078492403,0.06243273358614672,0.0016467595436641957
232,0.056653666615486147,0.05613570503653988,0.0016467595436641957
233,0.051954729288816455,0.05356089705749163,0.0016467595436641957
234,0.05139404841512442,0.053950410129295454,0.0016467595436641957
235,0.0551899953186512,0.05291662149367824,0.0016467595436641957
236,0.05057079649716616,0.05183662799379182,0.0016467595436641957
237,0.048354863800108436,0.04969887243258574,0.0016467595436641957
238,0.04738352213799953,0.049164379488617654,0.0016467595436641957
239,0.048447518408298494,0.057539342000843985,0.0016467595436641957
240,0.05084199983626604,0.05041999023939882,0.0016467595436641957
241,0.04847091890126467,0.04874412038378299,0.0016467595436641957
242,0.04682564202696085,0.048151332559803174,0.0016467595436641957
243,0.047072228722274304,0.04978624406078505,0.0016467595436641957
244,0.04680316809564829,0.048239307448504465,0.0016467595436641957
245,0.04535412402451038,0.048232968896627426,0.0016467595436641957
246,0.04468060208112001,0.04834569881241473,0.0016467595436641957
247,0.04428295485675335,0.04817320348783618,0.0016467595436641957
248,0.04501653932034969,0.051631595791568834,0.0016467595436641957
249,0.04532531244307757,0.0472801961300392,0.0016467595436641957
250,0.044212107464671135,0.04634736150148369,0.0016467595436641957
251,0.04367913972586393,0.04725937730085755,0.0016467595436641957
252,0.04325669092684984,0.04779722652442399,0.0016467595436641957
253,0.04336931297928095,0.04734220941151891,0.0016467595436641957
254,0.04259919163584709,0.046753504786581274,0.0016467595436641957
255,0.04254555180668831,0.04702216717931959,0.0016467595436641957
256,0.0424648903682828,0.04644833608633942,0.0016467595436641957
257,0.041270189300179484,0.04704279275167556,0.0016467595436641957
258,0.04233796863257885,0.04634299625953039,0.0016467595436641957
259,0.042046894878149034,0.04652539274049184,0.0016467595436641957
260,0.04148398476839066,0.046145053550837534,0.0016467595436641957
261,0.04123766666650772,0.04629527835086698,0.0016467595436641957
262,0.0412062267512083,0.04691255490280806,0.0016467595436641957
263,0.040718320578336714,0.04580854299286055,0.0016467595436641957
264,0.042159050703048706,0.04662376532833728,0.0016467595436641957
265,0.04191355911642313,0.045930000997724985,0.0016467595436641957
266,0.04084771039709449,0.04637486536410593,0.0016467595436641957
267,0.04019186696410179,0.04684685141084686,0.0016467595436641957
268,0.04013542087376118,0.047423337187085836,0.0016467595436641957
269,0.040054463461041453,0.04603898041837272,0.0016467595436641957
270,0.0401060248427093,0.0454060665169169,0.0016467595436641957
271,0.039917955443263056,0.046334098034080055,0.0016467595436641957
272,0.03945091697573662,0.0456632718089081,0.0016467595436641957
273,0.03968053131923079,0.04633951912974081,0.0016467595436641957
274,0.03924664150178432,0.04642867435893369,0.0016467595436641957
275,0.03946690142899752,0.045761536259854595,0.0016467595436641957
276,0.03906196615844965,0.045461597261092966,0.0016467595436641957
277,0.03941413540393114,0.04541549635016256,0.0016467595436641957
278,0.03884442701935768,0.0453860094652526,0.0016467595436641957
279,0.0384710096642375,0.04596905286113421,0.0016467595436641957
280,0.03860123723372817,0.045844728940181316,0.0016467595436641957
281,0.03822637798637152,0.04608132653234024,0.0016467595436641957
282,0.03887423763051629,0.04590080224628013,0.0016467595436641957
283,0.03805871826037765,0.045837261935784704,0.0016467595436641957
284,0.0383666310608387,0.04573224900319936,0.0016467595436641957
285,0.03830017421767116,0.04525267964022027,0.0016467595436641957
286,0.03847123593837023,0.0466990214550779,0.0016467595436641957
287,0.037862861156463624,0.04502268856953061,0.0016467595436641957
288,0.037791741378605366,0.04581670874049739,0.0016467595436641957
289,0.03838280745968223,0.04629407687083123,0.0016467595436641957
290,0.037716987289488316,0.04531724542556774,0.0016467595436641957
291,0.03738041834533214,0.045663102234285026,0.0016467595436641957
292,0.038165838576853274,0.045347538111465316,0.0016467595436641957
293,0.03778281655907631,0.045327840786841184,0.0016467595436641957
294,0.03729061298444867,0.04525890032805148,0.0016467595436641957
295,0.03768872754275799,0.04513734910223219,0.0016467595436641957
296,0.03775124732777476,0.04568615653330371,0.0016467595436641957
297,0.03818213785067201,0.045789699365813584,0.0016467595436641957
298,0.03752571612223983,0.045474633766663455,0.0016467595436641957
299,0.03709917264804244,0.045583152315682836,0.0016467595436641957
300,0.03702709646522999,0.04574781033905253,0.0016467595436641957
